"","lga_id","X_id_facility_list","total_facility_list","matched_facility_list","rejected_facility_list","finished_facility_list","left_facility_list","full_facility_list","edu_total_facility_list","edu_matched_facility_list","edu_rejected_facility_list","edu_finished_facility_list","edu_left_facility_list","health_total_facility_list","health_matched_facility_list","health_rejected_facility_list","health_finished_facility_list","health_left_facility_list","state_facility_list","lga_facility_list","zone_facility_list","X_id_baseline","total_baseline","matched_baseline","rejected_baseline","finished_baseline","left_baseline","full_baseline","edu_total_baseline","edu_matched_baseline","edu_rejected_baseline","edu_finished_baseline","edu_left_baseline","health_total_baseline","health_matched_baseline","health_rejected_baseline","health_finished_baseline","health_left_baseline","state_baseline","lga_baseline","zone_baseline"
"489",495,"51b0b213b0593c9c276ed1f0",50,39,0,39,11,TRUE,30,24,0,24,6,20,15,0,15,5,"katsina","matazu","northwest","51b0b206b0593c9c276ec9ff",91,39,52,91,0,TRUE,60,24,36,60,0,31,15,16,31,0,"katsina","matazu","northwest"
"490",496,"51b0b213b0593c9c276ed31d",251,161,0,161,90,TRUE,181,130,0,130,51,70,31,0,31,39,"adamawa","mayo_belwa","northeast","51b0b206b0593c9c276ec8b4",223,161,62,223,0,TRUE,163,130,33,163,0,60,31,29,60,0,"adamawa","mayo_belwa","northeast"
"491",497,"51b0b213b0593c9c276ed2af",218,129,0,129,89,TRUE,149,109,0,109,40,69,20,0,20,49,"imo","mbaitoli","southeast","51b0b206b0593c9c276ec9c6",155,129,26,155,0,TRUE,128,109,19,128,0,27,20,7,27,0,"imo","mbaitoli","southeast"
"492",498,"51b0b213b0593c9c276ed386",61,41,0,41,20,TRUE,51,32,0,32,19,10,9,0,9,1,"akwa_ibom","mbo","south_south","51b0b206b0593c9c276eca07",72,41,31,72,0,TRUE,58,32,26,58,0,14,9,5,14,0,"akwa_ibom","mbo","south_south"
"493",499,"51b0b213b0593c9c276ed110",211,67,0,67,144,TRUE,134,46,0,46,88,77,21,0,21,56,"adamawa","michika","northeast","51b0b206b0593c9c276ec99c",96,67,29,96,0,TRUE,75,46,29,75,0,21,21,0,21,0,"adamawa","michika","northeast"
"494",500,"51b0b213b0593c9c276ed36a",73,68,0,68,5,TRUE,51,47,0,47,4,22,21,0,21,1,"jigawa","miga","northwest","51b0b206b0593c9c276ec813",83,68,5,73,10,TRUE,61,47,4,51,10,22,21,1,22,0,"jigawa","miga","northwest"
"495",501,"51b0b213b0593c9c276ed336",155,110,0,110,45,TRUE,114,79,0,79,35,41,31,0,31,10,"plateau","mikang","north_central","51b0b206b0593c9c276ec8bb",118,110,8,118,0,TRUE,82,79,3,82,0,36,31,5,36,0,"plateau","mikang","north_central"
"496",502,"51b0b213b0593c9c276ed0d4",203,141,0,141,62,TRUE,178,121,0,121,57,25,20,0,20,5,"kano","minjibir","northwest","51b0b206b0593c9c276ec7cc",168,141,0,141,27,TRUE,147,121,0,121,26,21,20,0,20,1,"kano","minjibir","northwest"
"497",503,"51b0b213b0593c9c276ed10f",66,30,0,30,36,TRUE,43,16,0,16,27,23,14,0,14,9,"bauchi","misau","northeast","51b0b206b0593c9c276ec7cd",165,30,0,30,135,TRUE,123,16,0,16,107,42,14,0,14,28,"bauchi","misau","northeast"
"498",504,"51b0b213b0593c9c276ed29b",100,82,0,82,18,TRUE,75,64,0,64,11,25,18,0,18,7,"ekiti","moba","southwest","51b0b206b0593c9c276ec87e",87,82,5,87,0,TRUE,69,64,5,69,0,18,18,0,18,0,"ekiti","moba","southwest"
"499",505,"51b0b213b0593c9c276ed26a",40,24,0,24,16,TRUE,27,15,0,15,12,13,9,0,9,4,"borno","mobbar","northeast","51b0b206b0593c9c276ec860",25,24,1,25,0,TRUE,16,15,1,16,0,9,9,0,9,0,"borno","mobbar","northeast"
"500",506,"51b0b213b0593c9c276ed39e",211,84,0,84,127,TRUE,153,67,0,67,86,58,17,0,17,41,"adamawa","mubi_north","northeast","51b0b206b0593c9c276ec8de",90,84,6,90,0,TRUE,72,67,5,72,0,18,17,1,18,0,"adamawa","mubi_north","northeast"
"501",507,"51b0b213b0593c9c276ed3a4",170,88,0,88,82,TRUE,117,57,0,57,60,53,31,0,31,22,"adamawa","mubi_south","northeast","51b0b206b0593c9c276ec8e1",139,88,51,139,0,TRUE,94,57,37,94,0,45,31,14,45,0,"adamawa","mubi_south","northeast"
"502",508,"51b0b213b0593c9c276ed1af",336,256,0,256,80,TRUE,246,185,0,185,61,90,71,0,71,19,"niger","mokwa","north_central","51b0b206b0593c9c276ec9ca",256,256,0,256,0,TRUE,185,185,0,185,0,71,71,0,71,0,"niger","mokwa","north_central"
"503",510,"51b0b213b0593c9c276ed34c",82,75,0,75,7,TRUE,51,46,0,46,5,31,29,0,29,2,"kogi","mopa_muro","north_central","51b0b206b0593c9c276ec974",80,75,5,80,0,TRUE,50,46,4,50,0,30,29,1,30,0,"kogi","mopa_muro","north_central"
"504",511,"51b0b213b0593c9c276ed184",301,216,0,216,85,TRUE,230,178,0,178,52,71,38,0,38,33,"kwara","moro","north_central","51b0b206b0593c9c276ec8e3",241,216,24,240,1,TRUE,196,178,17,195,1,45,38,7,45,0,"kwara","moro","north_central"
"505",512,"51b0b213b0593c9c276ed28c",153,127,0,127,26,TRUE,107,93,0,93,14,46,34,0,34,12,"niger","muya","north_central","51b0b206b0593c9c276ec73f",172,127,0,127,45,TRUE,124,93,0,93,31,48,34,0,34,14,"niger","MUYA","north_central"
"506",513,"51b0b213b0593c9c276ed382",53,33,0,33,20,TRUE,38,20,0,20,18,15,13,0,13,2,"akwa_ibom","mkpat_enin","south_south","51b0b206b0593c9c276ec7ce",91,33,20,53,38,TRUE,72,20,14,34,38,19,13,6,19,0,"akwa_ibom","mkpat_enin","south_south"
"507",514,"51b0b213b0593c9c276ed1a1",536,65,0,65,471,TRUE,496,56,0,56,440,40,9,0,9,31,"fct","abuja_municipal","north_central","51b0b206b0593c9c276ec8a9",171,65,106,171,0,TRUE,131,56,75,131,0,40,9,31,40,0,"fct","abuja_municipal","north_central"
"508",515,"51b0b213b0593c9c276ed39c",47,28,0,28,19,TRUE,45,28,0,28,17,2,0,0,0,2,"katsina","musawa","northwest","51b0b206b0593c9c276eca2a",116,28,88,116,0,TRUE,85,28,57,85,0,31,0,31,31,0,"katsina","MUSAWA","northwest"
"509",516,"51b0b213b0593c9c276ed133",210,91,0,91,119,TRUE,139,75,0,75,64,71,16,0,16,55,"lagos","mushin","southwest","51b0b206b0593c9c276ec8f0",210,91,118,209,1,TRUE,139,75,63,138,1,71,16,55,71,0,"lagos","mushin","southwest"
"510",517,"51b0b213b0593c9c276ed2c6",133,96,0,96,37,TRUE,99,71,0,71,28,34,25,0,25,9,"gombe","nafada","northeast","51b0b206b0593c9c276ec883",115,96,18,114,1,TRUE,90,71,18,89,1,25,25,0,25,0,"gombe","nafada","northeast"
"511",518,"51b0b213b0593c9c276ed136",75,65,0,65,10,TRUE,60,51,0,51,9,15,14,0,14,1,"yobe","nangere","northeast","51b0b206b0593c9c276ec7cf",120,65,44,109,11,TRUE,81,51,23,74,7,39,14,21,35,4,"yobe","nangere","northeast"
"512",519,"51b0b213b0593c9c276ed30f",334,80,0,80,254,TRUE,272,64,0,64,208,62,16,0,16,46,"kano","nassarawa","northwest","51b0b206b0593c9c276ec7d0",148,80,53,133,15,TRUE,118,64,53,117,1,30,16,0,16,14,"kano","nassarawa","northwest"
"513",520,"51b0b213b0593c9c276ed1c7",314,126,0,126,188,TRUE,215,88,0,88,127,99,38,0,38,61,"nasarawa","nasarawa","north_central","51b0b206b0593c9c276ec82c",244,126,118,244,0,TRUE,173,88,85,173,0,71,38,33,71,0,"nasarawa","nasarawa","north_central"
"514",521,"51b0b213b0593c9c276ed1fd",232,86,0,86,146,TRUE,122,57,0,57,65,110,29,0,29,81,"nasarawa","nasarawa_eggon","north_central","51b0b206b0593c9c276ec8f6",118,86,32,118,0,TRUE,78,57,21,78,0,40,29,11,40,0,"nasarawa","nasarawa_eggon","north_central"
"515",522,"51b0b213b0593c9c276ed160",136,89,0,89,47,TRUE,103,67,0,67,36,33,22,0,22,11,"delta","ndokwa_east","south_south","51b0b206b0593c9c276ec9fb",102,89,13,102,0,TRUE,76,67,9,76,0,26,22,4,26,0,"delta","ndokwa_east","south_south"
"516",523,"51b0b213b0593c9c276ed18f",175,111,0,111,64,TRUE,143,92,0,92,51,32,19,0,19,13,"delta","ndokwa_west","south_south","51b0b206b0593c9c276eca31",148,111,37,148,0,TRUE,121,92,29,121,0,27,19,8,27,0,"delta","ndokwa_west","south_south"
"517",524,"51b0b213b0593c9c276ed0e3",135,73,0,73,62,TRUE,105,56,0,56,49,30,17,0,17,13,"bayelsa","nembe","south_south","51b0b206b0593c9c276ec8f7",76,73,3,76,0,TRUE,59,56,3,59,0,17,17,0,17,0,"bayelsa","nembe","south_south"
"518",525,"51b0b213b0593c9c276ed21c",59,11,0,11,48,TRUE,37,6,0,6,31,22,5,0,5,17,"borno","ngala","northeast","51b0b206b0593c9c276ec96c",12,11,1,12,0,TRUE,7,6,1,7,0,5,5,0,5,0,"borno","ngala","northeast"
"519",526,"51b0b213b0593c9c276ed223",41,31,0,31,10,TRUE,28,20,0,20,8,13,11,0,11,2,"borno","nganzai","northeast","51b0b206b0593c9c276ec861",33,31,2,33,0,TRUE,21,20,1,21,0,12,11,1,12,0,"borno","nganzai","northeast"
"520",527,"51b0b213b0593c9c276ed2b2",137,99,0,99,38,TRUE,93,60,0,60,33,44,39,0,39,5,"kebbi","ngaski","northwest","51b0b206b0593c9c276ec870",106,99,7,106,0,TRUE,67,60,7,67,0,39,39,0,39,0,"kebbi","ngaski","northwest"
"521",528,"51b0b213b0593c9c276ed320",200,82,0,82,118,TRUE,116,59,0,59,57,84,23,0,23,61,"imo","ngor_okpala","southeast","51b0b206b0593c9c276ec97e",96,82,14,96,0,TRUE,72,59,13,72,0,24,23,1,24,0,"imo","NGOR_OKPALA","southeast"
"522",529,"51b0b213b0593c9c276ed0ce",94,54,0,54,40,TRUE,75,41,0,41,34,19,13,0,13,6,"yobe","nguru","northeast","51b0b206b0593c9c276ec8e0",77,54,23,77,0,TRUE,60,41,19,60,0,17,13,4,17,0,"yobe","nguru","northeast"
"523",530,"51b0b213b0593c9c276ed0ec",422,142,0,142,280,TRUE,364,111,0,111,253,58,31,0,31,27,"bauchi","ningi","northeast","51b0b206b0593c9c276ec7d1",189,142,0,142,47,TRUE,124,111,0,111,13,65,31,0,31,34,"bauchi","ningi","northeast"
"524",531,"51b0b213b0593c9c276ed16e",92,66,0,66,26,TRUE,60,54,0,54,6,32,12,0,12,20,"imo","njaba","southeast","51b0b206b0593c9c276ec837",73,66,7,73,0,TRUE,56,54,2,56,0,17,12,5,17,0,"imo","njaba","southeast"
"525",532,"51b0b213b0593c9c276ed268",111,71,0,71,40,TRUE,71,47,0,47,24,40,24,0,24,16,"anambra","njikoka","southeast","51b0b206b0593c9c276ec997",88,71,17,88,0,TRUE,55,47,8,55,0,33,24,9,33,0,"anambra","njikoka","southeast"
"526",533,"51b0b213b0593c9c276ed25c",144,53,0,53,91,TRUE,114,40,0,40,74,30,13,0,13,17,"enugu","nkanu_east","southeast","51b0b206b0593c9c276ec9d2",60,53,7,60,0,TRUE,45,40,5,45,0,15,13,2,15,0,"enugu","nkanu_east","southeast"
"527",534,"51b0b213b0593c9c276ed23d",128,83,0,83,45,TRUE,97,64,0,64,33,31,19,0,19,12,"enugu","nkanu_west","southeast","51b0b206b0593c9c276ec9d9",101,83,18,101,0,TRUE,71,64,7,71,0,30,19,11,30,0,"enugu","nkanu_west","southeast"
"528",535,"51b0b213b0593c9c276ed16c",45,18,0,18,27,TRUE,27,16,0,16,11,18,2,0,2,16,"imo","nkwerre","southeast","51b0b206b0593c9c276ec842",26,18,8,26,0,TRUE,19,16,3,19,0,7,2,5,7,0,"imo","nkwerre","southeast"
"529",536,"51b0b213b0593c9c276ed21a",174,59,0,59,115,TRUE,79,39,0,39,40,95,20,0,20,75,"anambra","nnewi_north","southeast","51b0b206b0593c9c276ec954",86,59,27,86,0,TRUE,59,39,20,59,0,27,20,7,27,0,"anambra","nnewi_north","southeast"
"530",537,"51b0b213b0593c9c276ed29e",144,79,0,79,65,TRUE,106,54,0,54,52,38,25,0,25,13,"anambra","nnewi_south","southeast","51b0b206b0593c9c276ec97d",92,78,13,91,1,TRUE,60,53,7,60,0,32,25,6,31,1,"anambra","nnewi_south","southeast"
"531",538,"51b0b213b0593c9c276ed383",38,11,0,11,27,TRUE,30,7,0,7,23,8,4,0,4,4,"akwa_ibom","nsit_atai","south_south","51b0b206b0593c9c276eca01",15,11,4,15,0,TRUE,11,7,4,11,0,4,4,0,4,0,"akwa_ibom","nsit_atai","south_south"
"532",539,"51b0b213b0593c9c276ed384",40,24,0,24,16,TRUE,33,18,0,18,15,7,6,0,6,1,"akwa_ibom","nsit_ibom","south_south","51b0b206b0593c9c276ec7d2",73,24,8,32,41,TRUE,58,18,1,19,39,15,6,7,13,2,"akwa_ibom","nsit_ibom","south_south"
"533",540,"51b0b213b0593c9c276ed38c",49,42,0,42,7,TRUE,38,31,0,31,7,11,11,0,11,0,"akwa_ibom","nsit_ubium","south_south","51b0b206b0593c9c276ec9a6",90,42,48,90,0,TRUE,71,31,40,71,0,19,11,8,19,0,"akwa_ibom","NSIT UBIUM","south_south"
"534",541,"51b0b213b0593c9c276ed29c",328,95,0,95,233,TRUE,252,71,0,71,181,76,24,0,24,52,"enugu","nsukka","southeast","51b0b206b0593c9c276ec9c5",168,95,73,168,0,TRUE,127,71,56,127,0,41,24,17,41,0,"enugu","nsukka","NA"
"535",542,"51b0b213b0593c9c276ed319",249,46,0,46,203,TRUE,175,27,0,27,148,74,19,0,19,55,"adamawa","numan","northeast","51b0b206b0593c9c276ec8c2",73,43,30,73,0,TRUE,50,27,23,50,0,23,16,7,23,0,"adamawa","numan","northeast"
"536",543,"51b0b213b0593c9c276ed26b",62,27,0,27,35,TRUE,40,22,0,22,18,22,5,0,5,17,"imo","nwangele","southeast","51b0b206b0593c9c276ec849",37,27,10,37,0,TRUE,26,22,4,26,0,11,5,6,11,0,"imo","nwangele","southeast"
"537",544,"51b0b213b0593c9c276ed1a2",396,180,0,180,216,TRUE,300,149,0,149,151,96,31,0,31,65,"ogun","obafemi_owode","southwest","51b0b206b0593c9c276ec7d3",220,180,16,196,24,TRUE,169,149,16,165,4,51,31,0,31,20,"ogun","obafemi_owode","southwest"
"538",545,"51b0b213b0593c9c276ed0e2",151,78,0,78,73,TRUE,106,52,0,52,54,45,26,0,26,19,"cross_river","obanliku","south_south","51b0b206b0593c9c276eca25",89,78,11,89,0,TRUE,58,52,6,58,0,31,26,5,31,0,"cross_river","obanliku","south_south"
"539",546,"51b0b213b0593c9c276ed349",138,87,0,87,51,TRUE,71,36,0,36,35,67,51,0,51,16,"nasarawa","obi","north_central","51b0b206b0593c9c276ec914",156,87,69,156,0,TRUE,87,36,51,87,0,69,51,18,69,0,"nasarawa","obi","north_central"
"540",547,"51b0b213b0593c9c276ed195",182,120,0,120,62,TRUE,111,82,0,82,29,71,38,0,38,33,"benue","obi","north_central","51b0b206b0593c9c276ec7d4",155,120,0,120,35,TRUE,112,82,0,82,30,43,38,0,38,5,"benue","obi","north_central"
"541",548,"51b0b213b0593c9c276ed1d4",162,51,0,51,111,TRUE,113,30,0,30,83,49,21,0,21,28,"abia","obi_ngwa","southeast","51b0b206b0593c9c276ec9bc",92,51,41,92,0,TRUE,61,30,31,61,0,31,21,10,31,0,"abia","obi_ngwa","southeast"
"542",549,"51b0b213b0593c9c276ed1ab",188,42,0,42,146,TRUE,130,32,0,32,98,58,10,0,10,48,"rivers","obio_akpor","south_south","51b0b206b0593c9c276ec955",170,42,128,170,0,TRUE,118,32,86,118,0,52,10,42,52,0,"rivers","obio_akpor","south_south"
"543",550,"51b0b213b0593c9c276ed2dd",157,92,0,92,65,TRUE,112,57,0,57,55,45,35,0,35,10,"osun","obokun","southwest","51b0b206b0593c9c276ec875",109,92,17,109,0,TRUE,64,57,7,64,0,45,35,10,45,0,"osun","obokun","southwest"
"544",551,"51b0b213b0593c9c276ed1ae",66,47,0,47,19,TRUE,49,35,0,35,14,17,12,0,12,5,"akwa_ibom","obot_akara","south_south","51b0b206b0593c9c276ec956",81,47,34,81,0,TRUE,62,35,27,62,0,19,12,7,19,0,"akwa_ibom","obot_akara","south_south"
"545",552,"51b0b213b0593c9c276ed2cd",118,87,0,87,31,TRUE,80,63,0,63,17,38,24,0,24,14,"imo","obowo","southeast","51b0b206b0593c9c276ec957",100,87,13,100,0,TRUE,69,63,6,69,0,31,24,7,31,0,"imo","obowo","southeast"
"546",553,"51b0b213b0593c9c276ed0df",164,96,0,96,68,TRUE,115,56,0,56,59,49,40,0,40,9,"cross_river","obubra","south_south","51b0b206b0593c9c276eca21",139,96,43,139,0,TRUE,93,56,37,93,0,46,40,6,46,0,"cross_river","obubra","south_south"
"547",554,"51b0b213b0593c9c276ed0e0",277,103,0,103,174,TRUE,189,48,0,48,141,88,55,0,55,33,"cross_river","obudu","south_south","51b0b206b0593c9c276eca28",188,103,85,188,0,TRUE,110,48,62,110,0,78,55,23,78,0,"cross_river","obudu","south_south"
"548",555,"51b0b213b0593c9c276ed14b",204,78,0,78,126,TRUE,171,65,0,65,106,33,13,0,13,20,"ogun","odeda","southwest","51b0b206b0593c9c276ec923",83,78,5,83,0,TRUE,69,65,4,69,0,14,13,1,14,0,"ogun","odeda","southwest"
"549",556,"51b0b213b0593c9c276ed119",207,125,0,125,82,TRUE,157,89,0,89,68,50,36,0,36,14,"ondo","odigbo","southwest","51b0b206b0593c9c276ec88b",179,125,54,179,0,TRUE,136,89,47,136,0,43,36,7,43,0,"ondo","odigbo","southwest"
"550",557,"51b0b213b0593c9c276ed1e7",188,125,0,125,63,TRUE,155,112,0,112,43,33,13,0,13,20,"ogun","odogbolu","southwest","51b0b206b0593c9c276ec7d5",155,125,21,146,9,TRUE,126,112,10,122,4,29,13,11,24,5,"ogun","odogbolu","southwest"
"551",558,"51b0b213b0593c9c276ed316",132,111,0,111,21,TRUE,95,78,0,78,17,37,33,0,33,4,"osun","odo_otin","southwest","51b0b206b0593c9c276ec927",122,111,11,122,0,TRUE,87,78,9,87,0,35,33,2,35,0,"osun","odo_otin","southwest"
"552",559,"51b0b213b0593c9c276ed39a",80,62,0,62,18,TRUE,49,42,0,42,7,31,20,0,20,11,"cross_river","odukpani","south_south","51b0b206b0593c9c276eca2d",113,62,51,113,0,TRUE,81,42,39,81,0,32,20,12,32,0,"cross_river","odukpani","south_south"
"553",560,"51b0b213b0593c9c276ed294",150,84,0,84,66,TRUE,111,60,0,60,51,39,24,0,24,15,"kwara","offa","north_central","51b0b206b0593c9c276ec88c",140,84,56,140,0,TRUE,105,60,45,105,0,35,24,11,35,0,"kwara","offa","north_central"
"554",561,"51b0b213b0593c9c276ed14c",218,129,0,129,89,TRUE,151,93,0,93,58,67,36,0,36,31,"kogi","ofu","north_central","51b0b206b0593c9c276ec7d6",244,129,110,239,5,TRUE,182,93,84,177,5,62,36,26,62,0,"kogi","ofu","north_central"
"555",562,"51b0b213b0593c9c276ed2e2",163,113,0,113,50,TRUE,123,86,0,86,37,40,27,0,27,13,"rivers","ogba_egbema_ndoni","south_south","51b0b206b0593c9c276ec958",160,113,47,160,0,TRUE,123,86,37,123,0,37,27,10,37,0,"rivers","ogba_egbema_ndoni","south_south"
"556",563,"51b0b213b0593c9c276ed375",220,93,0,93,127,TRUE,166,72,0,72,94,54,21,0,21,33,"benue","ogbadibo","north_central","51b0b206b0593c9c276ec7d7",159,93,0,93,66,TRUE,133,72,0,72,61,26,21,0,21,5,"benue","ogbadibo","north_central"
"557",564,"51b0b213b0593c9c276ed26d",290,52,0,52,238,TRUE,193,43,0,43,150,97,9,0,9,88,"anambra","ogbaru","southeast","51b0b206b0593c9c276ec9a7",96,52,44,96,0,TRUE,75,43,32,75,0,21,9,12,21,0,"anambra","ogbaru","southeast"
"558",565,"51b0b213b0593c9c276ed2a8",129,54,0,54,75,TRUE,103,41,0,41,62,26,13,0,13,13,"bayelsa","ogbia","south_south","51b0b206b0593c9c276ec913",68,54,14,68,0,TRUE,52,41,11,52,0,16,13,3,16,0,"bayelsa","ogbia","south_south"
"559",566,"51b0b213b0593c9c276ed200",292,78,0,78,214,TRUE,204,55,0,55,149,88,23,0,23,65,"oyo","ogbomoso_north","southwest","51b0b206b0593c9c276ec7d8",103,78,24,102,1,TRUE,77,55,21,76,1,26,23,3,26,0,"oyo","ogbomoso_north","southwest"
"560",567,"51b0b213b0593c9c276ed2ca",155,94,0,94,61,TRUE,125,69,0,69,56,30,25,0,25,5,"oyo","ogbomoso_south","southwest","51b0b206b0593c9c276ec96b",127,94,33,127,0,TRUE,97,69,28,97,0,30,25,5,30,0,"oyo","ogbomoso_south","southwest"
"561",568,"51b0b213b0593c9c276ed27e",18,13,0,13,5,TRUE,11,8,0,8,3,7,5,0,5,2,"rivers","ogu_bolo","south_south","51b0b206b0593c9c276eca0b",19,13,6,19,0,TRUE,13,8,5,13,0,6,5,1,6,0,"rivers","ogu_bolo","south_south"
"562",569,"51b0b213b0593c9c276ed0d8",211,126,0,126,85,TRUE,133,82,0,82,51,78,44,0,44,34,"cross_river","ogoja","south_south","51b0b206b0593c9c276eca20",157,127,30,157,0,TRUE,108,83,25,108,0,49,44,5,49,0,"cross_river","ogoja","south_south"
"563",570,"51b0b213b0593c9c276ed16b",270,108,0,108,162,TRUE,230,81,0,81,149,40,27,0,27,13,"oyo","ogo_oluwa","southwest","51b0b206b0593c9c276ec88a",115,108,7,115,0,TRUE,86,81,5,86,0,29,27,2,29,0,"oyo","ogo_oluwa","southwest"
"564",571,"51b0b213b0593c9c276ed348",33,19,0,19,14,TRUE,28,14,0,14,14,5,5,0,5,0,"kogi","ogori_magongo","north_central","51b0b206b0593c9c276ec984",31,19,12,31,0,TRUE,25,14,11,25,0,6,5,1,6,0,"kogi","ogori_magongo","south_south"
"565",572,"51b0b213b0593c9c276ed0ee",120,92,0,92,28,TRUE,88,68,0,68,20,32,24,0,24,8,"ogun","ogun_waterside","southwest","51b0b206b0593c9c276ec83f",100,92,8,100,0,TRUE,72,68,4,72,0,28,24,4,28,0,"ogun","ogun_waterside","southwest"
"566",573,"51b0b213b0593c9c276ed174",90,59,0,59,31,TRUE,57,46,0,46,11,33,13,0,13,20,"imo","oguta","southeast","51b0b206b0593c9c276ec9ee",72,59,13,72,0,TRUE,57,46,11,57,0,15,13,2,15,0,"imo","oguta","southeast"
"567",574,"51b0b213b0593c9c276ed34a",220,97,0,97,123,TRUE,166,65,0,65,101,54,32,0,32,22,"abia","ohafia","southeast","51b0b206b0593c9c276ec9b1",112,97,15,112,0,TRUE,79,65,14,79,0,33,32,1,33,0,"abia","OHAFIA","southeast"
"568",575,"51b0b213b0593c9c276ed179",111,57,0,57,54,TRUE,69,42,0,42,27,42,15,0,15,27,"imo","ohaji_egbema","southeast","51b0b206b0593c9c276ec9e7",75,57,18,75,0,TRUE,55,42,13,55,0,20,15,5,20,0,"imo","ohaji_egbema","southeast"
"569",576,"51b0b213b0593c9c276ed260",129,91,0,91,38,TRUE,89,71,0,71,18,40,20,0,20,20,"ebonyi","ohaozara","southeast","51b0b206b0593c9c276ec9cf",100,91,9,100,0,TRUE,79,71,8,79,0,21,20,1,21,0,"ebonyi","ohaozara","southeast"
"570",577,"51b0b213b0593c9c276ed1a3",456,216,0,216,240,TRUE,403,182,0,182,221,53,34,0,34,19,"ebonyi","ohaukwu","southeast","51b0b206b0593c9c276eca1b",247,216,31,247,0,TRUE,197,182,15,197,0,50,34,16,50,0,"ebonyi","ohaukwu","southeast"
"571",578,"51b0b213b0593c9c276ed194",104,88,0,88,16,TRUE,77,65,0,65,12,27,23,0,23,4,"benue","ohimini","north_central","51b0b206b0593c9c276ec7d9",109,88,0,88,21,TRUE,83,65,0,65,18,26,23,0,23,3,"benue","ohimini","north_central"
"572",579,"51b0b213b0593c9c276ed2c1",177,94,0,94,83,TRUE,123,74,0,74,49,54,20,0,20,34,"edo","orhionmwon","south_south","51b0b206b0593c9c276ec9f2",130,94,36,130,0,TRUE,92,74,18,92,0,38,20,18,38,0,"edo","orhionmwon","south_south"
"573",580,"51b0b213b0593c9c276ed245",168,139,0,139,29,TRUE,116,100,0,100,16,52,39,0,39,13,"enugu","oji_river","southeast","51b0b206b0593c9c276ec966",164,139,25,164,0,TRUE,113,100,13,113,0,51,39,12,51,0,"enugu","oji_river","southeast"
"574",581,"51b0b213b0593c9c276ed15d",128,74,0,74,54,TRUE,92,56,0,56,36,36,18,0,18,18,"lagos","ojo","southwest","51b0b206b0593c9c276ec8fb",127,74,52,126,1,TRUE,91,56,35,91,0,36,18,17,35,1,"lagos","ojo","southwest"
"575",582,"51b0b213b0593c9c276ed324",257,181,0,181,76,TRUE,206,154,0,154,52,51,27,0,27,24,"benue","oju","north_central","51b0b206b0593c9c276ec7da",198,181,0,181,17,TRUE,166,154,0,154,12,32,27,0,27,5,"benue","oju","north_central"
"576",583,"51b0b213b0593c9c276ed214",204,105,0,105,99,TRUE,186,98,0,98,88,18,7,0,7,11,"kogi","okehi","north_central","51b0b206b0593c9c276ec986",127,105,22,127,0,TRUE,115,98,17,115,0,12,7,5,12,0,"kogi","okehi","north_central"
"577",584,"51b0b213b0593c9c276ed159",172,49,0,49,123,TRUE,119,38,0,38,81,53,11,0,11,42,"kogi","okene","north_central","51b0b206b0593c9c276ec9b6",115,49,66,115,0,TRUE,81,38,43,81,0,34,11,23,34,0,"kogi","okene","north_central"
"578",585,"51b0b213b0593c9c276ed11c",170,82,0,82,88,TRUE,130,62,0,62,68,40,20,0,20,20,"kwara","oke_ero","north_central","51b0b206b0593c9c276ec81c",90,82,8,90,0,TRUE,70,62,8,70,0,20,20,0,20,0,"kwara","oke_ero","north_central"
"579",586,"51b0b213b0593c9c276ed25a",147,98,0,98,49,TRUE,95,75,0,75,20,52,23,0,23,29,"imo","okigwe","southeast","51b0b206b0593c9c276ec9f1",122,98,24,122,0,TRUE,91,75,16,91,0,31,23,8,31,0,"imo","okigwe","southeast"
"580",587,"51b0b213b0593c9c276ed0d2",267,126,0,126,141,TRUE,229,97,0,97,132,38,29,0,29,9,"ondo","okitipupa","southwest","51b0b206b0593c9c276ec87a",147,126,21,147,0,TRUE,111,97,14,111,0,36,29,7,36,0,"ondo","okitipupa","southwest"
"581",588,"51b0b213b0593c9c276ed3b4",51,39,0,39,12,TRUE,47,37,0,37,10,4,2,0,2,2,"akwa_ibom","okobo","south_south","51b0b206b0593c9c276eca1e",65,39,26,65,0,TRUE,53,37,16,53,0,12,2,10,12,0,"akwa_ibom","okobo","south_south"
"582",589,"51b0b213b0593c9c276ed156",218,98,0,98,120,TRUE,177,74,0,74,103,41,24,0,24,17,"delta","okpe","south_south","51b0b206b0593c9c276eca1a",102,96,6,102,0,TRUE,79,74,5,79,0,23,22,1,23,0,"delta","okpe","south_south"
"583",590,"51b0b213b0593c9c276ed17c",78,52,0,52,26,TRUE,60,40,0,40,20,18,12,0,12,6,"rivers","okrika","south_south","51b0b206b0593c9c276ec9d0",66,52,14,66,0,TRUE,50,40,10,50,0,16,12,4,16,0,"rivers","okrika","south_south"
"584",591,"51b0b213b0593c9c276ed141",223,83,0,83,140,TRUE,141,54,0,54,87,82,29,0,29,53,"kogi","olamabolo","north_central","51b0b206b0593c9c276ec940",133,83,50,133,0,TRUE,91,54,37,91,0,42,29,13,42,0,"kogi","olamabolo","north_central"
