"","lga_id","X_id_facility_list","total_facility_list","matched_facility_list","rejected_facility_list","finished_facility_list","left_facility_list","full_facility_list","edu_total_facility_list","edu_matched_facility_list","edu_rejected_facility_list","edu_finished_facility_list","edu_left_facility_list","health_total_facility_list","health_matched_facility_list","health_rejected_facility_list","health_finished_facility_list","health_left_facility_list","state_facility_list","lga_facility_list","zone_facility_list","X_id_baseline","total_baseline","matched_baseline","rejected_baseline","finished_baseline","left_baseline","full_baseline","edu_total_baseline","edu_matched_baseline","edu_rejected_baseline","edu_finished_baseline","edu_left_baseline","health_total_baseline","health_matched_baseline","health_rejected_baseline","health_finished_baseline","health_left_baseline","state_baseline","lga_baseline","zone_baseline"
"682",689,"51b0b213b0593c9c276ed0e5",302,63,0,63,239,TRUE,251,54,0,54,197,51,9,0,9,42,"niger","suleja","north_central","51b0b206b0593c9c276ec7f7",146,63,0,63,83,TRUE,110,54,0,54,56,36,9,0,9,27,"niger","suleja","north_central"
"683",690,"51b0b213b0593c9c276ed36b",156,114,0,114,42,TRUE,132,95,0,95,37,24,19,0,19,5,"jigawa","sule_tankarkar","northwest","51b0b206b0593c9c276ec749",122,114,3,117,5,TRUE,102,95,2,97,5,20,19,1,20,0,"jigawa","sule_tankarkar","northwest"
"684",691,"51b0b213b0593c9c276ed2e4",131,99,0,99,32,TRUE,88,61,0,61,27,43,38,0,38,5,"kano","sumaila","northwest","51b0b206b0593c9c276ec939",121,99,22,121,0,TRUE,81,61,20,81,0,40,38,2,40,0,"kano","sumaila","northwest"
"685",692,"51b0b213b0593c9c276ed28f",48,18,0,18,30,TRUE,38,13,0,13,25,10,5,0,5,5,"kebbi","suru","northwest","51b0b206b0593c9c276ec86d",120,18,102,120,0,TRUE,86,13,73,86,0,34,5,29,34,0,"kebbi","suru","northwest"
"686",693,"51b0b213b0593c9c276ed247",206,124,0,124,82,TRUE,125,101,0,101,24,81,23,0,23,58,"oyo","surulere","southwest","51b0b206b0593c9c276ec7f8",152,124,27,151,1,TRUE,125,101,23,124,1,27,23,4,27,0,"oyo","surulere","southwest"
"687",694,"51b0b213b0593c9c276ed128",226,60,0,60,166,TRUE,134,39,0,39,95,92,21,0,21,71,"lagos","surulere","southwest","51b0b206b0593c9c276ec7f9",223,60,157,217,6,TRUE,132,39,89,128,4,91,21,68,89,2,"lagos","surulere","southwest"
"688",695,"51b0b213b0593c9c276ed1ff",193,60,0,60,133,TRUE,141,26,0,26,115,52,34,0,34,18,"niger","tafa","north_central","51b0b206b0593c9c276ec7fa",101,60,0,60,41,TRUE,61,26,0,26,35,40,34,0,34,6,"niger","tafa","north_central"
"689",696,"51b0b213b0593c9c276ed2b4",270,25,0,25,245,TRUE,244,22,0,22,222,26,3,0,3,23,"bauchi","tafawa_balewa","northeast","51b0b206b0593c9c276ec95f",47,25,22,47,0,TRUE,40,22,18,40,0,7,3,4,7,0,"bauchi","tafawa_balewa","northeast"
"690",697,"51b0b213b0593c9c276ed354",70,34,0,34,36,TRUE,54,27,0,27,27,16,7,0,7,9,"rivers","tai","south_south","51b0b206b0593c9c276eca0f",48,34,14,48,0,TRUE,41,27,14,41,0,7,7,0,7,0,"rivers","tai","south_south"
"691",698,"51b0b213b0593c9c276ed361",161,103,0,103,58,TRUE,126,76,0,76,50,35,27,0,27,8,"kano","takai","northwest","51b0b206b0593c9c276ec92f",118,103,15,118,0,TRUE,88,76,12,88,0,30,27,3,30,0,"kano","takai","northwest"
"692",699,"51b0b213b0593c9c276ed203",158,92,0,92,66,TRUE,156,90,0,90,66,2,2,0,2,0,"taraba","takum","northeast","51b0b206b0593c9c276ec935",161,96,64,160,1,TRUE,122,94,28,122,0,39,2,36,38,1,"taraba","TAKUM","northeast"
"693",700,"51b0b213b0593c9c276ed12f",290,135,0,135,155,TRUE,219,93,0,93,126,71,42,0,42,29,"zamfara","talata_mafara","northwest","51b0b206b0593c9c276ec7fb",152,135,0,135,17,TRUE,106,93,0,93,13,46,42,0,42,4,"zamfara","talata","northwest"
"694",701,"51b0b213b0593c9c276ed1ed",142,48,0,48,94,TRUE,129,38,0,38,91,13,10,0,10,3,"sokoto","tambuwal","northwest","51b0b206b0593c9c276ec737",146,48,0,48,98,TRUE,107,38,0,38,69,39,10,0,10,29,"sokoto","TAMBUWAL","northwest"
"695",702,"51b0b213b0593c9c276ed2c0",115,94,0,94,21,TRUE,79,63,0,63,16,36,31,0,31,5,"sokoto","tangaza","northwest","51b0b206b0593c9c276ec7fc",110,94,0,94,16,TRUE,79,63,0,63,16,31,31,0,31,0,"sokoto","tangaza","northwest"
"696",703,"51b0b213b0593c9c276ed2fc",163,50,0,50,113,TRUE,135,44,0,44,91,28,6,0,6,22,"kano","tarauni","northwest","51b0b206b0593c9c276ec7fd",80,50,29,79,1,TRUE,70,44,25,69,1,10,6,4,10,0,"kano","tarauni","northwest"
"697",704,"51b0b213b0593c9c276ed1c2",229,86,0,86,143,TRUE,186,63,0,63,123,43,23,0,23,20,"benue","tarka","north_central","51b0b206b0593c9c276ec7fe",131,86,44,130,1,TRUE,100,63,36,99,1,31,23,8,31,0,"benue","tarka","north_central"
"698",705,"51b0b213b0593c9c276ed0f7",61,49,0,49,12,TRUE,39,31,0,31,8,22,18,0,18,4,"yobe","tarmuwa","northeast","51b0b206b0593c9c276ec9d8",59,49,10,59,0,TRUE,36,31,5,36,0,23,18,5,23,0,"yobe","tarmuwa","northeast"
"699",706,"51b0b213b0593c9c276ed359",107,85,0,85,22,TRUE,86,69,0,69,17,21,16,0,16,5,"jigawa","taura","northwest","51b0b206b0593c9c276ec8b9",94,85,9,94,0,TRUE,76,69,7,76,0,18,16,2,18,0,"jigawa","taura","northwest"
"700",707,"51b0b213b0593c9c276ed31e",116,51,0,51,65,TRUE,78,29,0,29,49,38,22,0,22,16,"adamawa","toungo","northeast","51b0b206b0593c9c276ec8df",123,50,73,123,0,TRUE,91,29,62,91,0,32,21,11,32,0,"adamawa","toungo","northeast"
"701",708,"51b0b213b0593c9c276ed22c",94,84,0,84,10,TRUE,74,65,0,65,9,20,19,0,19,1,"kano","tofa","northwest","51b0b206b0593c9c276ec888",98,84,14,98,0,TRUE,77,65,12,77,0,21,19,2,21,0,"kano","tofa","northwest"
"702",709,"51b0b213b0593c9c276ed2a7",329,4,0,4,325,TRUE,211,2,0,2,209,118,2,0,2,116,"bauchi","toro","northeast","51b0b206b0593c9c276ec7ff",191,4,4,8,183,TRUE,122,2,0,2,120,69,2,4,6,63,"bauchi","toro","northeast"
"703",710,"51b0b213b0593c9c276ed289",181,131,0,131,50,TRUE,124,98,0,98,26,57,33,0,33,24,"nasarawa","toto","north_central","51b0b206b0593c9c276ec98d",206,131,75,206,0,TRUE,139,98,41,139,0,67,33,34,67,0,"nasarawa","TOTO","north_central"
"704",711,"51b0b213b0593c9c276ed0de",198,127,0,127,71,TRUE,144,89,0,89,55,54,38,0,38,16,"zamfara","tsafe","northwest","51b0b206b0593c9c276ec800",164,127,0,127,37,TRUE,117,89,0,89,28,47,38,0,38,9,"zamfara","tsafe","northwest"
"705",712,"51b0b213b0593c9c276ed2b8",151,148,0,148,3,TRUE,123,121,0,121,2,28,27,0,27,1,"kano","tsanyawa","northwest","51b0b206b0593c9c276ec8e8",169,148,21,169,0,TRUE,139,121,18,139,0,30,27,3,30,0,"kano","tsanyawa","northwest"
"706",713,"51b0b213b0593c9c276ed161",122,89,0,89,33,TRUE,94,65,0,65,29,28,24,0,24,4,"kano","tudun_wada","northwest","51b0b206b0593c9c276ec801",168,89,0,89,79,TRUE,141,65,0,65,76,27,24,0,24,3,"kano","tudun_wada","northwest"
"707",714,"51b0b213b0593c9c276ed1bc",80,45,0,45,35,TRUE,57,43,0,43,14,23,2,0,2,21,"sokoto","tureta","northwest","51b0b206b0593c9c276ec802",78,44,0,44,34,TRUE,59,42,0,42,17,19,2,0,2,17,"sokoto","tureta","northwest"
"708",715,"51b0b213b0593c9c276ed296",220,129,0,129,91,TRUE,139,93,0,93,46,81,36,0,36,45,"enugu","udenu","southeast","51b0b206b0593c9c276eca2b",151,129,22,151,0,TRUE,112,93,19,112,0,39,36,3,39,0,"enugu","udenu","southeast"
"709",716,"51b0b213b0593c9c276ed1ea",264,163,0,163,101,TRUE,195,130,0,130,65,69,33,0,33,36,"enugu","udi","southeast","51b0b206b0593c9c276ec960",193,163,30,193,0,TRUE,152,130,22,152,0,41,33,8,41,0,"enugu","udi","southeast"
"710",717,"51b0b213b0593c9c276ed0d9",189,139,0,139,50,TRUE,167,127,0,127,40,22,12,0,12,10,"delta","udu","south_south","51b0b206b0593c9c276ec81a",153,139,14,153,0,TRUE,133,127,6,133,0,20,12,8,20,0,"delta","udu","south_south"
"711",718,"51b0b213b0593c9c276ed37e",18,15,0,15,3,TRUE,15,12,0,12,3,3,3,0,3,0,"akwa_ibom","udung_uko","south_south","51b0b206b0593c9c276ec9fd",21,16,5,21,0,TRUE,14,13,1,14,0,7,3,4,7,0,"akwa_ibom","udung_uko","south_south"
"712",719,"51b0b213b0593c9c276ed0fe",248,61,0,61,187,TRUE,209,41,0,41,168,39,20,0,20,19,"delta","ughelli_north","south_south","51b0b206b0593c9c276ec924",233,60,173,233,0,TRUE,199,40,159,199,0,34,20,14,34,0,"delta","ughelli_north","south_south"
"713",720,"51b0b213b0593c9c276ed18c",179,57,0,57,122,TRUE,148,32,0,32,116,31,25,0,25,6,"delta","ughelli_south","south_south","51b0b206b0593c9c276ec8fc",134,57,77,134,0,TRUE,101,32,69,101,0,33,25,8,33,0,"delta","ughelli_south","south_south"
"714",721,"51b0b213b0593c9c276ed26e",71,49,0,49,22,TRUE,40,28,0,28,12,31,21,0,21,10,"abia","ugwunagbo","southeast","51b0b206b0593c9c276ec82b",68,49,19,68,0,TRUE,39,28,11,39,0,29,21,8,29,0,"abia","ugwunagbo","southeast"
"715",722,"51b0b213b0593c9c276ed1f2",193,92,0,92,101,TRUE,116,59,0,59,57,77,33,0,33,44,"edo","uhunmwonde","south_south","51b0b206b0593c9c276eca02",101,92,9,101,0,TRUE,66,59,7,66,0,35,33,2,35,0,"edo","uhunmwonde","south_south"
"716",723,"51b0b213b0593c9c276ed331",84,61,0,61,23,TRUE,71,55,0,55,16,13,6,0,6,7,"akwa_ibom","ukanafun","south_south","51b0b206b0593c9c276ec9e4",93,61,32,93,0,TRUE,84,55,29,84,0,9,6,3,9,0,"akwa_ibom","ukanafun","south_south"
"717",724,"51b0b213b0593c9c276ed366",248,171,0,171,77,TRUE,215,156,0,156,59,33,15,0,15,18,"benue","ukum","north_central","51b0b206b0593c9c276ec885",233,171,62,233,0,TRUE,187,156,31,187,0,46,15,31,46,0,"benue","ukum","north_central"
"718",725,"51b0b213b0593c9c276ed227",85,37,0,37,48,TRUE,46,21,0,21,25,39,16,0,16,23,"abia","ukwa_east","southeast","51b0b206b0593c9c276ec981",41,37,4,41,0,TRUE,22,21,1,22,0,19,16,3,19,0,"abia","ukwa_east","southeast"
"719",726,"51b0b213b0593c9c276ed242",156,27,0,27,129,TRUE,122,18,0,18,104,34,9,0,9,25,"abia","ukwa_west","southeast","51b0b206b0593c9c276ec803",35,27,6,33,2,TRUE,22,18,2,20,2,13,9,4,13,0,"abia","ukwa_west","southeast"
"720",727,"51b0b213b0593c9c276ed19c",132,97,0,97,35,TRUE,102,76,0,76,26,30,21,0,21,9,"delta","ukwuani","south_south","51b0b206b0593c9c276ec746",123,97,0,97,26,TRUE,98,76,0,76,22,25,21,0,21,4,"delta","UKWUANI","south_south"
"721",728,"51b0b213b0593c9c276ed30e",317,66,0,66,251,TRUE,254,43,0,43,211,63,23,0,23,40,"abia","umuahia_north","southeast","51b0b206b0593c9c276ec961",135,66,69,135,0,TRUE,76,43,33,76,0,59,23,36,59,0,"abia","umuahia_north","southeast"
"722",729,"51b0b213b0593c9c276ed226",130,35,0,35,95,TRUE,99,35,0,35,64,31,0,0,0,31,"abia","umuahia_south","southeast","51b0b206b0593c9c276ec804",71,35,35,70,1,TRUE,53,35,17,52,1,18,0,18,18,0,"abia","umuahia_south","southeast"
"723",730,"51b0b213b0593c9c276ed175",139,87,0,87,52,TRUE,87,55,0,55,32,52,32,0,32,20,"abia","umu_nneochi","southeast","51b0b206b0593c9c276ec9b7",104,87,17,104,0,TRUE,63,55,8,63,0,41,32,9,41,0,"abia","umu_nneochi","southeast"
"724",731,"51b0b213b0593c9c276ed162",90,18,0,18,72,TRUE,74,13,0,13,61,16,5,0,5,11,"kano","ungogo","northwest","51b0b206b0593c9c276ec8d6",62,18,44,62,0,TRUE,48,13,35,48,0,14,5,9,14,0,"kano","ungogo","northwest"
"725",732,"51b0b213b0593c9c276ed2a6",70,60,0,60,10,TRUE,52,48,0,48,4,18,12,0,12,6,"imo","unuimo","southeast","51b0b206b0593c9c276ec988",63,60,3,63,0,TRUE,51,48,3,51,0,12,12,0,12,0,"imo","unuimo","southeast"
"726",733,"51b0b213b0593c9c276ed35b",70,67,0,67,3,TRUE,58,56,0,56,2,12,11,0,11,1,"akwa_ibom","uruan","south_south","51b0b206b0593c9c276ec9e9",91,67,24,91,0,TRUE,78,56,22,78,0,13,11,2,13,0,"akwa_ibom","uruan","south_south"
"727",734,"51b0b213b0593c9c276ed0e6",29,20,0,20,9,TRUE,23,16,0,16,7,6,4,0,4,2,"akwa_ibom","urue_offong_oruko","south_south","51b0b206b0593c9c276eca12",45,20,25,45,0,TRUE,34,16,18,34,0,11,4,7,11,0,"akwa_ibom","urue_offong_oruko","south_south"
"728",735,"51b0b213b0593c9c276ed364",228,142,0,142,86,TRUE,143,93,0,93,50,85,49,0,49,36,"benue","ushongo","north_central","51b0b206b0593c9c276ec8ef",228,142,86,228,0,TRUE,157,93,64,157,0,71,49,22,71,0,"benue","ushongo","north_central"
"729",736,"51b0b213b0593c9c276ed10d",199,0,0,0,199,TRUE,135,0,0,0,135,64,0,0,0,64,"taraba","ussa","northeast","51b0b206b0593c9c276ec805",189,0,66,66,123,TRUE,151,0,29,29,122,38,0,37,37,1,"taraba","ussa","northeast"
"730",737,"51b0b213b0593c9c276ed0f9",303,162,0,162,141,TRUE,266,140,0,140,126,37,22,0,22,15,"delta","uvwie","south_south","51b0b206b0593c9c276eca17",318,155,163,318,0,TRUE,256,133,123,256,0,62,22,40,62,0,"delta","uvwie","south_south"
"731",738,"51b0b213b0593c9c276ed334",129,14,0,14,115,TRUE,80,6,0,6,74,49,8,0,8,41,"akwa_ibom","uyo","south_south","51b0b206b0593c9c276ec992",19,14,5,19,0,TRUE,9,6,3,9,0,10,8,2,10,0,"akwa_ibom","uyo","south_south"
"732",739,"51b0b213b0593c9c276ed1e9",172,95,0,95,77,TRUE,104,68,0,68,36,68,27,0,27,41,"enugu","uzo_uwani","southeast","51b0b206b0593c9c276eca2c",99,95,4,99,0,TRUE,72,68,4,72,0,27,27,0,27,0,"enugu","uzo_uwani","southeast"
"733",740,"51b0b213b0593c9c276ed1b5",343,104,0,104,239,TRUE,269,75,0,75,194,74,29,0,29,45,"benue","vandeikya","north_central","51b0b206b0593c9c276eca1d",181,104,77,181,0,TRUE,135,75,60,135,0,46,29,17,46,0,"benue","vandeikya","north_central"
"734",741,"51b0b213b0593c9c276ed225",145,76,0,76,69,TRUE,98,54,0,54,44,47,22,0,22,25,"sokoto","wamakko","northwest","51b0b206b0593c9c276ec806",94,76,0,76,18,TRUE,68,54,0,54,14,26,22,0,22,4,"sokoto","wamakko","northwest"
"735",742,"51b0b213b0593c9c276ed1fc",121,100,0,100,21,TRUE,71,55,0,55,16,50,45,0,45,5,"nasarawa","wamba","north_central","51b0b206b0593c9c276ec908",146,100,46,146,0,TRUE,86,55,31,86,0,60,45,15,60,0,"nasarawa","wamba","north_central"
"736",743,"51b0b213b0593c9c276ed2e0",141,117,0,117,24,TRUE,123,102,0,102,21,18,15,0,15,3,"kano","warawa","northwest","51b0b206b0593c9c276ec97b",133,117,16,133,0,TRUE,114,102,12,114,0,19,15,4,19,0,"kano","warawa","northwest"
"737",744,"51b0b213b0593c9c276ed20a",157,108,0,108,49,TRUE,123,79,0,79,44,34,29,0,29,5,"bauchi","warji","northeast","51b0b206b0593c9c276ec807",128,108,0,108,20,TRUE,84,79,0,79,5,44,29,0,29,15,"bauchi","warji","northeast"
"738",745,"51b0b213b0593c9c276ed11e",106,52,0,52,54,TRUE,86,41,0,41,45,20,11,0,11,9,"delta","warri_north","south_south","51b0b206b0593c9c276ec808",74,52,18,70,4,TRUE,59,41,14,55,4,15,11,4,15,0,"delta","warri_north","south_south"
"739",746,"51b0b213b0593c9c276ed188",385,84,0,84,301,TRUE,335,68,0,68,267,50,16,0,16,34,"delta","warri_south","south_south","51b0b206b0593c9c276ec921",129,84,45,129,0,TRUE,90,68,22,90,0,39,16,23,39,0,"delta","warri_south","south_south"
"740",747,"51b0b213b0593c9c276ed34d",126,51,0,51,75,TRUE,102,44,0,44,58,24,7,0,7,17,"delta","warri_south_west","south_south","51b0b206b0593c9c276ec92e",54,51,3,54,0,TRUE,45,44,1,45,0,9,7,2,9,0,"delta","warri_south_west","south_south"
"741",748,"51b0b213b0593c9c276ed27a",257,148,0,148,109,TRUE,188,115,0,115,73,69,33,0,33,36,"kebbi","wasagu_danko","northwest","51b0b206b0593c9c276ec832",151,148,3,151,0,TRUE,117,115,2,117,0,34,33,1,34,0,"kebbi","wasagu_danko","northwest"
"742",749,"51b0b213b0593c9c276ed1d7",306,158,0,158,148,TRUE,222,122,0,122,100,84,36,0,36,48,"plateau","wase","north_central","51b0b206b0593c9c276ec928",212,158,54,212,0,TRUE,160,122,38,160,0,52,36,16,52,0,"plateau","wase","north_central"
"743",750,"51b0b213b0593c9c276ed2d6",62,14,0,14,48,TRUE,61,13,0,13,48,1,1,0,1,0,"kano","wudil","northwest","51b0b206b0593c9c276ec809",128,14,113,127,1,TRUE,110,13,96,109,1,18,1,17,18,0,"kano","wudil","northwest"
"744",752,"51b0b213b0593c9c276ed2c8",108,90,0,90,18,TRUE,80,66,0,66,14,28,24,0,24,4,"sokoto","wurno","northwest","51b0b206b0593c9c276ec80a",101,90,0,90,11,TRUE,76,66,0,66,10,25,24,0,24,1,"sokoto","wurno","northwest"
"745",753,"51b0b213b0593c9c276ed35a",136,34,0,34,102,TRUE,92,0,0,0,92,44,34,0,34,10,"niger","wushishi","north_central","51b0b206b0593c9c276ec73b",114,34,0,34,80,TRUE,78,0,0,0,78,36,34,0,34,2,"niger","WUSHISHI","north_central"
"746",754,"51b0b213b0593c9c276ed224",58,18,0,18,40,TRUE,41,12,0,12,29,17,6,0,6,11,"sokoto","yabo","northwest","51b0b206b0593c9c276ec80b",79,18,0,18,61,TRUE,68,12,0,12,56,11,6,0,6,5,"sokoto","yabo","northwest"
"747",755,"51b0b213b0593c9c276ed350",150,96,0,96,54,TRUE,106,67,0,67,39,44,29,0,29,15,"kogi","yagba_east","north_central","51b0b206b0593c9c276ec989",111,96,15,111,0,TRUE,75,67,8,75,0,36,29,7,36,0,"kogi","yagba_east","north_central"
"748",756,"51b0b213b0593c9c276ed345",100,62,0,62,38,TRUE,63,37,0,37,26,37,25,0,25,12,"kogi","yagba_west","north_central","51b0b206b0593c9c276ec962",116,62,54,116,0,TRUE,89,37,52,89,0,27,25,2,27,0,"kogi","yagba_west","north_central"
"749",757,"51b0b213b0593c9c276ed0b8",206,93,0,93,113,TRUE,161,60,0,60,101,45,33,0,33,12,"cross_river","yakurr","south_south","51b0b206b0593c9c276ec80c",129,93,7,100,29,TRUE,93,60,4,64,29,36,33,3,36,0,"cross_river","yakurr","south_south"
"750",758,"51b0b213b0593c9c276ed28a",272,161,0,161,111,TRUE,203,127,0,127,76,69,34,0,34,35,"cross_river","yala","south_south","51b0b206b0593c9c276eca13",189,160,29,189,0,TRUE,145,126,19,145,0,44,34,10,44,0,"cross_river","yala","south_south"
"751",759,"51b0b213b0593c9c276ed0ed",323,142,0,142,181,TRUE,241,93,0,93,148,82,49,0,49,33,"gombe","yamaltu_deba","northeast","51b0b206b0593c9c276ec8ed",177,140,37,177,0,TRUE,121,93,28,121,0,56,47,9,56,0,"gombe","yamaltu_deba","northeast"
"752",760,"51b0b213b0593c9c276ed3aa",36,32,0,32,4,TRUE,20,19,0,19,1,16,13,0,13,3,"jigawa","yankwashi","northwest","51b0b206b0593c9c276ec80d",59,32,23,55,4,TRUE,46,19,23,42,4,13,13,0,13,0,"jigawa","yankwashi","northwest"
"753",761,"51b0b213b0593c9c276ed34b",88,60,0,60,28,TRUE,63,41,0,41,22,25,19,0,19,6,"kebbi","yauri","northwest","51b0b206b0593c9c276ec83a",61,60,1,61,0,TRUE,41,41,0,41,0,20,19,1,20,0,"kebbi","yauri","northwest"
"754",762,"51b0b213b0593c9c276ed10a",217,92,0,92,125,TRUE,142,74,0,74,68,75,18,0,18,57,"bayelsa","yenagoa","south_south","51b0b206b0593c9c276ec963",110,92,18,110,0,TRUE,90,74,16,90,0,20,18,2,20,0,"bayelsa","yenagoa","south_south"
"755",763,"51b0b213b0593c9c276ed306",162,49,0,49,113,TRUE,125,38,0,38,87,37,11,0,11,26,"adamawa","yola_north","northeast","51b0b206b0593c9c276ec964",62,49,13,62,0,TRUE,50,38,12,50,0,12,11,1,12,0,"adamawa","yola_north","northeast"
"756",764,"51b0b213b0593c9c276ed31c",219,107,0,107,112,TRUE,174,82,0,82,92,45,25,0,25,20,"adamawa","yola_south","northeast","51b0b206b0593c9c276ec9cb",126,107,19,126,0,TRUE,98,82,16,98,0,28,25,3,28,0,"adamawa","yola_south","northeast"
"757",765,"51b0b213b0593c9c276ed3a0",124,22,0,22,102,TRUE,66,22,0,22,44,58,0,0,0,58,"taraba","yorro","northeast","51b0b206b0593c9c276ec80e",54,22,0,22,32,TRUE,37,22,0,22,15,17,0,0,0,17,"taraba","yorro","northeast"
"758",766,"51b0b213b0593c9c276ed0fd",97,86,0,86,11,TRUE,57,53,0,53,4,40,33,0,33,7,"yobe","yunusari","northeast","51b0b206b0593c9c276ec834",86,86,0,86,0,TRUE,53,53,0,53,0,33,33,0,33,0,"yobe","yunusari","northeast"
"759",767,"51b0b213b0593c9c276ed0cd",95,16,0,16,79,TRUE,60,11,0,11,49,35,5,0,5,30,"yobe","yusufari","northeast","51b0b206b0593c9c276ec89a",19,16,2,18,1,TRUE,14,11,2,13,1,5,5,0,5,0,"yobe","yusufari","northeast"
"760",769,"51b0b213b0593c9c276ed1d3",85,57,0,57,28,TRUE,48,33,0,33,15,37,24,0,24,13,"katsina","zango","northwest","51b0b206b0593c9c276ec80f",118,57,60,117,1,TRUE,92,33,58,91,1,26,24,2,26,0,"katsina","zango","northwest"
"761",770,"51b0b213b0593c9c276ed1c1",389,184,0,184,205,TRUE,302,161,0,161,141,87,23,0,23,64,"kaduna","zangon_kataf","northwest","51b0b206b0593c9c276ec810",238,184,4,188,50,TRUE,211,161,0,161,50,27,23,4,27,0,"kaduna","zangon_kataf","northwest"
"762",771,"51b0b213b0593c9c276ed1be",306,156,0,156,150,TRUE,233,121,0,121,112,73,35,0,35,38,"kaduna","zaria","northwest","51b0b206b0593c9c276ec811",164,156,2,158,6,TRUE,128,121,2,123,5,36,35,0,35,1,"kaduna","zaria","northwest"
"763",772,"51b0b213b0593c9c276ed3a1",172,66,0,66,106,TRUE,116,52,0,52,64,56,14,0,14,42,"taraba","zing","northeast","51b0b206b0593c9c276ec812",87,66,0,66,21,TRUE,69,52,0,52,17,18,14,0,14,4,"taraba","zing","northeast"
"764",773,"51b0b213b0593c9c276ed0da",367,161,0,161,206,TRUE,266,112,0,112,154,101,49,0,49,52,"zamfara","zurmi","northwest","51b0b206b0593c9c276ec74b",163,160,0,160,3,TRUE,113,111,0,111,2,50,49,0,49,1,"zamfara","ZURMI","northwest"
"765",774,"51b0b213b0593c9c276ed28e",166,100,0,100,66,TRUE,113,69,0,69,44,53,31,0,31,22,"kebbi","zuru","northwest","51b0b206b0593c9c276ec847",105,100,5,105,0,TRUE,73,69,4,73,0,32,31,1,32,0,"kebbi","zuru","northwest"
